學年,學期,系所名稱,年級,課號,班別,課名,主要教師,選課人數,考試日期,考試時間,教室,備註
107,1,901 通識            ,1,GN410,A,化妝品概論與應用,王月花,116,2019/1/4,10:10 ~ 12:00,1102,報告
107,1,901 通識            ,1,CL142,F1,國文（一）,廖啟宏,54,2019/1/7,8:10 ~ 10:00,2112,考試
107,1,901 通識            ,1,CP107,G1,基礎程式設計-工程應用程式語言（一）,楊大中,73,2019/1/7,9:10 ~ 12:00,3211,考試(與ME123A合考)
107,1,901 通識            ,1,CP109,J,基礎程式設計-Python,李建誠,75,2019/1/7,9:10 ~ 11:00,70404,考試
107,1,901 通識            ,1,CL142,E1,國文（一）,廖啟宏,55,2019/1/7,10:10 ~ 12:00,2112,考試
107,1,901 通識            ,1,GN201,A,數學與邏輯思維,陳以明,62,2019/1/7,10:10 ~ 12:00,2601,考試
107,1,901 通識            ,1,GN256,B,材料與知識經濟的發展,鄭文興,58,2019/1/7,10:10 ~ 12:00,2425,考試
107,1,901 通識            ,1,GS304,A,中台地理,賀彥豪,21,2019/1/7,10:10 ~ 12:00,2113,考試
107,1,901 通識            ,1,LE357,A,古典音樂欣賞,周幸諄,64,2019/1/7,10:10 ~ 12:00,5103,報告
107,1,901 通識            ,1,LS218,B,人體奧秘與醫療保健,黃啟倫,67,2019/1/7,10:10 ~ 12:00,70108,考試
107,1,901 通識            ,1,CP111,F1,基礎程式設計（一）,蔡介元,54,2019/1/7,13:10 ~ 15:00,5002,考試
107,1,901 通識            ,1,GS347,A,國際關係,朱大可,66,2019/1/7,13:10 ~ 15:00,2112,考試
107,1,901 通識            ,1,LE213,A,鄉土音樂,趙蓮英,131,2019/1/7,13:10 ~ 15:00,70103,考試
107,1,901 通識            ,1,LE345,A,音樂欣賞,謝明志,59,2019/1/7,13:10 ~ 15:00,5103,考試
107,1,901 通識            ,1,LE428,A,莊子的智慧,關則富,68,2019/1/7,13:10 ~ 15:00,3110,
107,1,901 通識            ,1,LS228,A,飲食：人文與科學的對話,廖建勛,54,2019/1/7,13:10 ~ 15:00,2009,報告
107,1,901 通識            ,1,LS230,B,疾病概論,蕭聖謀,67,2019/1/7,13:10 ~ 15:00,2619,報告
107,1,901 通識            ,1,CP108,I2,基礎程式設計-C,趙一芬,70,2019/1/7,14:10 ~ 16:00,70405,考試
107,1,901 通識            ,1,CP109,L,基礎程式設計-Python,李建誠,55,2019/1/7,14:10 ~ 16:00,70404,考試
107,1,901 通識            ,1,CP107,H,基礎程式設計-工程應用程式語言（一）,謝建興,31,2019/1/7,15:10 ~ 17:00,3211,考試 (同DE103A)
107,1,901 通識            ,1,CP111,F2,基礎程式設計（一）,蔡介元,53,2019/1/7,15:10 ~ 17:00,5002,考試
107,1,901 通識            ,1,GN419,A,認識地球,朱延祥,111,2019/1/7,15:10 ~ 17:00,60205、60207,安排兩間教室考試
107,1,901 通識            ,1,GS372,C,智慧財產權,許恒禎,110,2019/1/7,15:10 ~ 17:00,3208,考試
107,1,901 通識            ,1,GS415,A,消費者保護政策與法規,簡秀蓮,67,2019/1/7,15:10 ~ 17:00,2606,考試
107,1,901 通識            ,1,GS417,A,中東問題與國際恐怖主義,朱大可,63,2019/1/7,15:10 ~ 17:00,2112,考試
107,1,901 通識            ,1,GS434,A,歐洲史導論,賀彥豪,16,2019/1/7,15:10 ~ 17:00,2113,考試
107,1,901 通識            ,1,LE213,B,鄉土音樂,趙蓮英,129,2019/1/7,15:10 ~ 17:00,70103,考試
107,1,901 通識            ,1,LE345,B,音樂欣賞,謝明志,38,2019/1/7,15:10 ~ 17:00,5103,考試
107,1,901 通識            ,1,LE419,A,世界主要宗教概論,關則富,68,2019/1/7,15:10 ~ 17:00,3107,
107,1,901 通識            ,1,LS234,A,公共衛生概論,朱觀宇,45,2019/1/7,15:10 ~ 17:00,2619,報告
107,1,901 通識            ,1,CP101,A3,基礎程式設計-C++實習（一）,鐘孟浩,54,2019/1/7,18:30 ~ 20:20,1301B,考試
107,1,901 通識            ,1,GN256,A,材料與知識經濟的發展,王士榮,66,2019/1/7,18:30 ~ 20:20,1109,上課
107,1,901 通識            ,1,LS215,A,病媒與生活,陳奇良,122,2019/1/7,18:30 ~ 20:20,2115,考試
107,1,901 通識            ,1,CL142,K1,國文（一）,劉毅鳴,59,2019/1/8,8:10 ~ 10:00,1016,考試
107,1,901 通識            ,1,CL142,J1,國文（一）,黃青萍,55,2019/1/8,8:10 ~ 10:00,2102,考試
107,1,901 通識            ,1,LE425,A,俄羅斯思想與文化,胡逢瑛,68,2019/1/8,8:10 ~ 10:00,2619,考試
107,1,901 通識            ,1,CP104,K,基礎程式設計-Python（一）,陳念波,73,2019/1/8,9:10 ~ 11:00,70405,與EEC113A程式語言實驗（一）合考(9:10~12:00) ，安排原教室(70405)考試
107,1,901 通識            ,1,CL142,K2,國文（一）,劉毅鳴,57,2019/1/8,10:10 ~ 12:00,1016,考試
107,1,901 通識            ,1,CL142,J2,國文（一）,黃青萍,54,2019/1/8,10:10 ~ 12:00,2102,考試
107,1,901 通識            ,1,FC003,A,經典選讀,"鄧名韻",18,2019/1/8,10:10 ~ 12:00,2010,報告
107,1,901 通識            ,1,GN254,A,印刷傳播概論,李興緯,68,2019/1/8,10:10 ~ 12:00,2009,原教室報告
107,1,901 通識            ,1,GN422,A,宇宙漫遊,俞伯傑,67,2019/1/8,10:10 ~ 12:00,2101,考試
107,1,901 通識            ,1,ID006,A,閱讀產業與文化傳播,陳巍仁,51,2019/1/8,10:10 ~ 12:00,3310,報告
107,1,901 通識            ,1,LE330,A,語言與邏輯,傅子耕,63,2019/1/8,10:10 ~ 12:00,60105,考試
107,1,901 通識            ,1,LE425,B,俄羅斯思想與文化,胡逢瑛,65,2019/1/8,10:10 ~ 12:00,2619,考試
107,1,901 通識            ,1,CP107,G2,基礎程式設計-工程應用程式語言（一）,陳傳生,61,2019/1/8,13:10 ~ 15:00,3112,與ME123B合考
107,1,901 通識            ,1,LE308,A,美學,孫長祥,62,2019/1/8,13:10 ~ 15:00,2101,考試
107,1,901 通識            ,1,LE330,B,語言與邏輯,傅子耕,61,2019/1/8,13:10 ~ 15:00,2006,考試
107,1,901 通識            ,1,LE348,A,日本文化概論,糠明珊,64,2019/1/8,13:10 ~ 15:00,2112,考試
107,1,901 通識            ,1,LE440,A,輕鬆優雅學易經：中華第一奇典入門,陳巍仁,99,2019/1/8,13:10 ~ 15:00,3110,報告
107,1,901 通識            ,1,CP108,I1,基礎程式設計-C,趙一芬,67,2019/1/8,14:10 ~ 16:00,70405,考試
107,1,901 通識            ,1,GN420,A,基礎程式設計,俞伯傑,43,2019/1/8,15:10 ~ 17:00,2101,考試(排一般教室)
107,1,901 通識            ,1,GS372,B,智慧財產權,許恒禎,109,2019/1/8,15:10 ~ 17:00,3110,考試
107,1,901 通識            ,1,LE348,B,日本文化概論,糠明珊,64,2019/1/8,15:10 ~ 17:00,2112,考試
107,1,901 通識            ,1,LS238,A,語言與思想,傅子耕,51,2019/1/8,15:10 ~ 17:00,2006,考試
107,1,901 通識            ,1,GS407,A,應用倫理學與倫理抉擇,胡黃德,60,2019/1/8,16:10 ~ 18:00,2603,考試
107,1,901 通識            ,1,CP101,A4,基礎程式設計-C++實習（一）,鐘孟浩,41,2019/1/8,18:30 ~ 20:20,1301B,考試
107,1,901 通識            ,1,CL142,A,國文（一）,陳巍仁,55,2019/1/9,08:10 ~ 10:00,1213,考試
107,1,901 通識            ,1,CL142,D1,國文（一）,李瑩娟,46,2019/1/9,8:10 ~ 10:00,1113,報告
107,1,901 通識            ,1,CP111,P,基礎程式設計（一）,林楚卿,42,2019/1/9,08:10 ~ 13:00,3310,考試(3館PBL教室)
107,1,901 通識            ,1,GN225,A,地景欣賞,許民陽,50,2019/1/9,08:10 ~ 10:00,70112,考試
107,1,901 通識            ,1,GS430,A,媒體與國際關係,胡逢瑛,59,2019/1/9,8:10 ~ 10:00,2621,考試
107,1,901 通識            ,1,CL142,G2,國文（一）,李瑩娟,48,2019/1/9,10:10 ~ 12:00,1113,報告
107,1,901 通識            ,1,CL142,N,國文（一）,陳巍仁,63,2019/1/9,10:10 ~ 12:00,1213,考試
107,1,901 通識            ,1,GS430,B,媒體與國際關係,胡逢瑛,63,2019/1/9,10:10 ~ 12:00,2621,考試
107,1,901 通識            ,1,LS237,A,生命與身體活動,林勁宏,66,2019/1/9,10:10 ~ 12:00,2009,報告
107,1,901 通識            ,1,CP101,D,基礎程式設計-C++實習（一）,林榮彬,40,2019/1/9,15:10 ~ 17:00,1301B,考試
107,1,901 通識            ,1,LE445,A,書法藝術與治療,朱觀宇,62,2019/1/9,15:10 ~ 17:00,1113,報告
107,1,901 通識            ,1,CP110,M,基礎程式設計-Excel and VBA,曾昭浚,48,2019/1/9,16:10 ~ 18:00,60406,考試
107,1,901 通識            ,1,CP111,O,基礎程式設計（一）,沈永信,56,2019/1/9,16:10 ~ 18:00,5003,考試
107,1,901 通識            ,1,CP104,E1,基礎程式設計-Python（一）,張幼珍,66,2019/1/9,18:10 ~ 21:20,5002,考試
107,1,901 通識            ,1,CP104,E2,基礎程式設計-Python（一）,張幼珍,54,2019/1/9,18:10 ~ 21:20,5006,考試
107,1,901 通識            ,1,LS212,B,微生物的世界,陳奇良,119,2019/1/9,18:30 ~ 20:20,2115,考試
107,1,901 通識            ,1,CL142,O,國文（一）,陳巍仁,66,2019/1/10,08:10 ~ 10:00,3107,考試
107,1,901 通識            ,1,CL142,B,國文（一）,陳巍仁,66,2019/1/10,10:10 ~ 12:00,3107,考試
107,1,901 通識            ,1,CL142,R,國文（一）,周佩芳,58,2019/1/10,10:10 ~ 12:00,60207,考試
107,1,901 通識            ,1,CP110,N,基礎程式設計-Excel and VBA,吳清輝,50,2019/1/10,10:10 ~ 12:00,5006,考試
107,1,901 通識            ,1,GS214,A,倫理與公共事務,侯世傑,45,2019/1/10,10:10 ~ 12:00,1113,考試
107,1,901 通識            ,1,LE357,B,古典音樂欣賞,周幸諄,60,2019/1/10,10:10 ~ 12:00,5103,報告
107,1,901 通識            ,1,LE418,A,英國歷史與文化,關則富,67,2019/1/10,12:10 ~ 13:00,60312,兩班中午一起合考
107,1,901 通識            ,1,LE418,B,英國歷史與文化,關則富,64,2019/1/10,12:10 ~ 13:00,60312,兩班中午一起合考
107,1,901 通識            ,1,GN253,A,產業安全與永續經營,張前偉,58,2019/1/10,13:10 ~ 15:00,60205,考試
107,1,901 通識            ,1,GN407,A,科學史,余念一,67,2019/1/10,13:10 ~ 15:00,3101,考試(3館一般教室)
107,1,901 通識            ,1,GS445,A,公民社會與法治,侯世傑,60,2019/1/10,13:10 ~ 15:00,3114,考試
107,1,901 通識            ,1,ID007,A,城市生活與文化敘事,黃智明,65,2019/1/10,13:10 ~ 15:00,5103,報告
107,1,901 通識            ,1,LS224,A,氣的醫史文獻與驗證,洪禹利,116,2019/1/10,13:10 ~ 15:00,70103,考試
107,1,901 通識            ,1,LS230,A,疾病概論,邱彥霖,67,2019/1/10,13:10 ~ 15:00,3107,考試
107,1,901 通識            ,1,CP111,B1,基礎程式設計（一）,郭文嘉,55,2019/1/10,14:10 ~ 16:00,1611,考試
107,1,901 通識            ,1,LS204,A,中醫的科學觀,洪禹利,102,2019/1/10,15:10 ~ 17:00,70103,考試
107,1,901 通識            ,1,CP111,B2,基礎程式設計（一）,郭文嘉,56,2019/1/10,16:10 ~ 18:00,1611,考試
107,1,901 通識            ,1,GS353,A,人群關係,馮明德,67,2019/1/10,16:10 ~ 18:00,60203,考試
107,1,901 通識            ,1,CL142,L2,國文（一）,張柏恩,46,2019/1/11,8:10 ~ 10:00,60207,報告
107,1,901 通識            ,1,CL142,D2,國文（一）,陳伊婷,48,2019/1/11,08:10 ~ 10:00,3104,報告
107,1,901 通識            ,1,CL142,I1,國文（一）,徐其寧,61,2019/1/11,8:10 ~ 10:00,3114,報告
107,1,901 通識            ,1,CL142,H1,國文（一）,李瑩娟,55,2019/1/11,8:10 ~ 10:00,1109,報告
107,1,901 通識            ,1,CP103,C1,基礎程式設計- Web Programming （一）,林珮瑜,51,2019/1/11,8:10 ~ 10:00,60406,考試
107,1,901 通識            ,1,CL142,G3,國文（一）,張柏恩,44,2019/1/11,10:10 ~ 12:00,60207,報告
107,1,901 通識            ,1,CL142,H2,國文（一）,李瑩娟,57,2019/1/11,10:10 ~ 12:00,1109,報告
107,1,901 通識            ,1,CL142,G1,國文（一）,徐其寧,49,2019/1/11,10:10 ~ 12:00,3114,報告
107,1,901 通識            ,1,CL142,I2,國文（一）,陳伊婷,56,2019/1/11,10:10 ~ 12:00,3104,報告
107,1,901 通識            ,1,CP103,C2,基礎程式設計- Web Programming （一）,林珮瑜,60,2019/1/11,10:10 ~ 12:00,60406,考試
107,1,901 通識            ,1,CP110,Q1,基礎程式設計-Excel and VBA,雷傑,39,2019/1/11,10:10 ~ 12:00,2005,報告
107,1,901 通識            ,1,GS431,A,老人學導論,陸正威,68,2019/1/11,10:10 ~ 12:00,2423,考試
107,1,901 通識            ,1,GS372,A,智慧財產權,吳尚昆,111,2019/1/11,13:10 ~ 15:00,3208,考試
107,1,901 通識            ,1,LE415,A,文學經典閱讀,徐其寧,49,2019/1/11,13:10 ~ 15:00,3101,報告
107,1,901 通識            ,1,CL165,A,國文（二）,徐其寧,30,2019/1/11,15:10 ~ 17:00,3101,報告
107,1,901 通識            ,2,GS305,A,民主倫理與法治,劉易齋,17,不考, ~ ,,
107,1,901 通識            ,3,FC002,F,經典導讀,邱佩文,98,不考, ~ ,,"不考,  交報告"
107,1,901 通識            ,3,FC002,D,經典導讀,楊長苓,100,不考, ~ ,,
107,1,901 通識            ,3,FC002,C,經典導讀,孫長祥,99,不考, ~ ,,不考
107,1,901 通識            ,3,FC002,I,經典導讀,鍾雲鶯,98,不考, ~ ,,
107,1,901 通識            ,3,FC002,G,經典導讀,謝宗宜,98,2019/1/8,8:10 ~ 10:00,70206,報告
107,1,901 通識            ,3,FC002,H,經典導讀,謝宗宜,99,2019/1/8,10:10 ~ 12:00,70206,報告
107,1,901 通識            ,3,FC002,A,經典導讀,王立文,99,2019/1/8,10:10 ~ 12:00,60312,報告
107,1,901 通識            ,3,FC002,B,經典導讀,王立文,97,2019/1/8,13:10 ~ 15:00,60312,報告
107,1,901 通識            ,3,FC002,E,經典導讀,黃正光,97,2019/1/11,10:10 ~ 12:00,70101,
107,1,906 國際語言文化中心,1,LC101,A2,英語（一）：進階英語,師德霖,23,2019/1/7,08:10 ~ 10:00,3209,
107,1,906 國際語言文化中心,1,LC101,A3,英語（一）：進階英語,謝有厚,21,2019/1/7,08:10 ~ 10:00,1113,
107,1,906 國際語言文化中心,1,LC101,A1,英語（一）：進階英語,斯婁福,25,2019/1/7,08:10 ~ 10:00,3212,
107,1,906 國際語言文化中心,1,LC102,A2,英語（一）：中階英語,張雯娟,38,2019/1/7,08:10 ~ 10:00,2104,
107,1,906 國際語言文化中心,1,LC102,A1,英語（一）：中階英語,湯瑪斯,24,2019/1/7,08:10 ~ 10:00,1111,
107,1,906 國際語言文化中心,1,LC103,A1,英語（一）：基礎英語,張慎琪,43,2019/1/7,08:10 ~ 10:00,1204,
107,1,906 國際語言文化中心,1,LC101,E1,英語（一）：進階英語,斯婁福,24,2019/1/7,10:10 ~ 12:00,3212,
107,1,906 國際語言文化中心,1,LC101,E2,英語（一）：進階英語,師德霖,29,2019/1/7,10:10 ~ 12:00,3209,
107,1,906 國際語言文化中心,1,LC102,E3,英語（一）：中階英語,謝有厚,43,2019/1/7,10:10 ~ 12:00,1113,
107,1,906 國際語言文化中心,1,LC102,E1,英語（一）：中階英語,湯瑪斯,42,2019/1/7,10:10 ~ 12:00,1111,
107,1,906 國際語言文化中心,1,LC102,E2,英語（一）：中階英語,張雯娟,31,2019/1/7,10:10 ~ 12:00,2104,
107,1,906 國際語言文化中心,1,LC103,E2,英語（一）：基礎英語,黃玉心,39,2019/1/7,10:10 ~ 12:00,3207,
107,1,906 國際語言文化中心,1,LC103,E1,英語（一）：基礎英語,張慎琪,42,2019/1/7,10:10 ~ 12:00,1204,
107,1,906 國際語言文化中心,1,EL370,A,華語（五）,游文琦,9,2019/1/7,16:10 ~ 18:00,3101,
107,1,906 國際語言文化中心,1,EL170,B,華語（一）,游文琦,30,2019/1/7,18:30 ~ 20:20,3101,
107,1,906 國際語言文化中心,1,LC101,B1,英語（一）：進階英語,斯婁福,34,2019/1/8,08:10 ~ 10:00,3214,
107,1,906 國際語言文化中心,1,LC102,B2,英語（一）：中階英語,邱晏群,40,2019/1/8,08:10 ~ 10:00,2103,
107,1,906 國際語言文化中心,1,LC102,B3,英語（一）：中階英語,師德霖,33,2019/1/8,08:10 ~ 10:00,2111,請排平面教室
107,1,906 國際語言文化中心,1,LC102,B1,英語（一）：中階英語,湯瑪斯,45,2019/1/8,08:10 ~ 10:00,70207,
107,1,906 國際語言文化中心,1,LC103,B1,英語（一）：基礎英語,安琪拉,22,2019/1/8,08:10 ~ 10:00,1204,
107,1,906 國際語言文化中心,1,LC103,B2,英語（一）：基礎英語,彭如玉,20,2019/1/8,08:10 ~ 10:00,2105,
107,1,906 國際語言文化中心,1,LC101,F2,英語（一）：進階英語,安琪拉,32,2019/1/8,10:10 ~ 12:00,1204,
107,1,906 國際語言文化中心,1,LC101,F1,英語（一）：進階英語,斯婁福,35,2019/1/8,10:10 ~ 12:00,3214,
107,1,906 國際語言文化中心,1,LC102,F1,英語（一）：中階英語,湯瑪斯,45,2019/1/8,10:10 ~ 12:00,70207,
107,1,906 國際語言文化中心,1,LC102,F3,英語（一）：中階英語,邱晏群,45,2019/1/8,10:10 ~ 12:00,2103,
107,1,906 國際語言文化中心,1,LC102,F2,英語（一）：中階英語,彭怡婷,37,2019/1/8,10:10 ~ 12:00,3212,請排平面教室
107,1,906 國際語言文化中心,1,LC103,F2,英語（一）：基礎英語,彭如玉,25,2019/1/8,10:10 ~ 12:00,2105,
107,1,906 國際語言文化中心,1,LC103,F1,英語（一）：基礎英語,歐陽雍,22,2019/1/8,10:10 ~ 12:00,70111,請排平面教室
107,1,906 國際語言文化中心,1,EL270,A,華語（三）,陳燕秋,17,2019/1/8,16:10 ~ 18:00,3214,
107,1,906 國際語言文化中心,1,EL170,A1,華語（一）,陳燕秋,35,2019/1/8,18:30 ~ 20:20,3214,
107,1,906 國際語言文化中心,1,EL171,B,華語（二）,林溫芳,15,2019/1/8,18:30 ~ 20:20,70209,
107,1,906 國際語言文化中心,1,EL271,A,華語（四）,賴芳暉,20,2019/1/9,16:10 ~ 18:00,2105,
107,1,906 國際語言文化中心,1,EL171,A1,華語（二）,賴芳暉,23,2019/1/9,18:30 ~ 20:20,2105,
107,1,906 國際語言文化中心,1,LC101,C1,英語（一）：進階英語,黃瓊瑩,34,2019/1/10,08:10 ~ 10:00,1202,
107,1,906 國際語言文化中心,1,LC102,C1,英語（一）：中階英語,斯婁福,29,2019/1/10,08:10 ~ 10:00,3214,
107,1,906 國際語言文化中心,1,LC102,C2,英語（一）：中階英語,黃郁蘭,28,2019/1/10,08:10 ~ 10:00,1204,
107,1,906 國際語言文化中心,1,LC103,C2,英語（一）：基礎英語,安琪拉,23,2019/1/10,08:10 ~ 10:00,70111,
107,1,906 國際語言文化中心,1,LC103,C1,英語（一）：基礎英語,周孟穎,28,2019/1/10,08:10 ~ 10:00,2103,
107,1,906 國際語言文化中心,1,LC103,C3,英語（一）：基礎英語,師德霖,22,2019/1/10,08:10 ~ 10:00,3207,
107,1,906 國際語言文化中心,1,LC101,G1,英語（一）：進階英語,師德霖,30,2019/1/10,10:10 ~ 12:00,3207,
107,1,906 國際語言文化中心,1,LC102,G2,英語（一）：中階英語,黃郁蘭,40,2019/1/10,10:10 ~ 12:00,1204,
107,1,906 國際語言文化中心,1,LC102,G3,英語（一）：中階英語,安琪拉,29,2019/1/10,10:10 ~ 12:00,70111,
107,1,906 國際語言文化中心,1,LC102,G1,英語（一）：中階英語,斯婁福,27,2019/1/10,10:10 ~ 12:00,3214,
107,1,906 國際語言文化中心,1,LC103,G1,英語（一）：基礎英語,周孟穎,24,2019/1/10,10:10 ~ 12:00,2103,
107,1,906 國際語言文化中心,1,LC103,G2,英語（一）：基礎英語,曾慶宇,26,2019/1/10,10:10 ~ 12:00,2104,
107,1,906 國際語言文化中心,1,LC103,G3,英語（一）：基礎英語,劉容秀,32,2019/1/10,10:10 ~ 12:00,1213,
107,1,906 國際語言文化中心,1,LC101,D2,英語（一）：進階英語,謝有厚,38,2019/1/11,08:10 ~ 10:00,3214,
107,1,906 國際語言文化中心,1,LC102,D1,英語（一）：中階英語,黃郁蘭,37,2019/1/11,08:10 ~ 10:00,3207,
107,1,906 國際語言文化中心,1,LC102,D3,英語（一）：中階英語,姜安貞,32,2019/1/11,08:10 ~ 10:00,1111,
107,1,906 國際語言文化中心,1,LC103,D2,英語（一）：基礎英語,郭怡潔,33,2019/1/11,08:10 ~ 10:00,1213,
107,1,906 國際語言文化中心,1,LC103,D4,英語（一）：基礎英語,呂介夫,26,2019/1/11,08:10 ~ 10:00,2104,
107,1,906 國際語言文化中心,1,LC103,D5,英語（一）：基礎英語,馮聲福,26,2019/1/11,08:10 ~ 10:00,70111,
107,1,906 國際語言文化中心,1,LC103,D3,英語（一）：基礎英語,張後姮,26,2019/1/11,08:10 ~ 10:00,1113,
107,1,906 國際語言文化中心,1,LC101,H1,英語（一）：進階英語,黃瓊瑩,40,2019/1/11,10:10 ~ 12:00,1211,
107,1,906 國際語言文化中心,1,LC102,H3,英語（一）：中階英語,姜安貞,34,2019/1/11,10:10 ~ 12:00,1111,
107,1,906 國際語言文化中心,1,LC102,H2,英語（一）：中階英語,謝有厚,39,2019/1/11,10:10 ~ 12:00,3214,
107,1,906 國際語言文化中心,1,LC102,H1,英語（一）：中階英語,黃郁蘭,37,2019/1/11,10:10 ~ 12:00,3207,
107,1,906 國際語言文化中心,1,LC103,H5,英語（一）：基礎英語,馮聲福,29,2019/1/11,10:10 ~ 12:00,70111,
107,1,906 國際語言文化中心,1,LC103,H2,英語（一）：基礎英語,郭怡潔,27,2019/1/11,10:10 ~ 12:00,1213,
107,1,906 國際語言文化中心,1,LC103,H3,英語（一）：基礎英語,張後姮,24,2019/1/11,10:10 ~ 12:00,1113,
107,1,906 國際語言文化中心,1,LC103,H4,英語（一）：基礎英語,呂介夫,27,2019/1/11,10:10 ~ 12:00,2104,
107,1,906 國際語言文化中心,1,EL371,A,華語（六）,林溫芳,5,2019/1/11,18:30 ~ 20:20,70111,
107,1,906 國際語言文化中心,2,EL311,A,法語（一）,游雪琴,47,2019/1/7,08:10 ~ 10:00,1109,
107,1,906 國際語言文化中心,2,EL313,B,法語（三）,游雪琴,20,2019/1/7,10:10 ~ 12:00,1109,
107,1,906 國際語言文化中心,2,EL138,E,日語（三）,余秋菊,44,2019/1/7,13:10 ~ 15:00,1213,
107,1,906 國際語言文化中心,2,EL220,A,影片中學英語,黃玉心,45,2019/1/7,13:10 ~ 15:00,3207,
107,1,906 國際語言文化中心,2,EL222,A,實用科技英文,謝欣芳,45,2019/1/7,13:10 ~ 15:00,2104,
107,1,906 國際語言文化中心,2,EL226,A,網路學英語,龐美華,45,2019/1/7,13:10 ~ 15:00,1205,
107,1,906 國際語言文化中心,2,EL260,A,應試加強班,朱宇聲,40,2019/1/7,13:10 ~ 15:00,2425,
107,1,906 國際語言文化中心,2,EL305,B,德語（三）,黃銘惇,15,2019/1/7,13:10 ~ 15:00,2101,
107,1,906 國際語言文化中心,2,EL321,B,西班牙語（一）,龔育緯,47,2019/1/7,13:10 ~ 15:00,1211,
107,1,906 國際語言文化中心,2,EL345,B,韓語（三）,許詩韻,34,2019/1/7,13:10 ~ 15:00,2603,
107,1,906 國際語言文化中心,2,EL112,A,日文會話,陳岐理,46,2019/1/7,15:10 ~ 17:00,2102,
107,1,906 國際語言文化中心,2,EL136,A,日語（一）,余秋菊,55,2019/1/7,15:10 ~ 17:00,1213,
107,1,906 國際語言文化中心,2,EL218,A,俄文（一）,龔育緯,26,2019/1/7,15:10 ~ 17:00,1211,
107,1,906 國際語言文化中心,2,EL223,E,媒體與新聞英文,謝欣芳,44,2019/1/7,15:10 ~ 17:00,2104,
107,1,906 國際語言文化中心,2,EL224,E,環球英語,朱宇聲,19,2019/1/7,15:10 ~ 17:00,2105,
107,1,906 國際語言文化中心,2,EL260,E,應試加強班,龐美華,44,2019/1/7,15:10 ~ 17:00,1109,
107,1,906 國際語言文化中心,2,EL303,A,德語（一）,黃銘惇,45,2019/1/7,15:10 ~ 17:00,2101,
107,1,906 國際語言文化中心,2,EL343,A,韓語（一）,許詩韻,53,2019/1/7,15:10 ~ 17:00,70201,
107,1,906 國際語言文化中心,2,EL321,A,西班牙語（一）,?松亞,47,2019/1/7,18:30 ~ 20:20,2113,
107,1,906 國際語言文化中心,2,EL136,B,日語（一）,張恆如,54,2019/1/8,13:10 ~ 15:00,1109,
107,1,906 國際語言文化中心,2,EL222,B1,實用科技英文,張幼珍,29,2019/1/8,13:10 ~ 15:00,3310、3212,除3310外，加排一間平面教室
107,1,906 國際語言文化中心,2,EL224,B,環球英語,謝有厚,45,2019/1/8,13:10 ~ 15:00,1111,
107,1,906 國際語言文化中心,2,EL232,B,IELTS 應試加強班,湯瑪斯,38,2019/1/8,13:10 ~ 15:00,2105,
107,1,906 國際語言文化中心,2,EL260,B1,應試加強班,黃瓊瑩,22,2019/1/8,13:10 ~ 15:00,2111,
107,1,906 國際語言文化中心,2,EL260,B,應試加強班,歐陽雍,45,2019/1/8,13:10 ~ 15:00,3214,請排平面教室
107,1,906 國際語言文化中心,2,EL138,F,日語（三）,張恆如,39,2019/1/8,15:10 ~ 17:00,1109,
107,1,906 國際語言文化中心,2,EL220,F,影片中學英語,謝有厚,44,2019/1/8,15:10 ~ 17:00,1111,
107,1,906 國際語言文化中心,2,EL222,F1,實用科技英文,張幼珍,27,2019/1/8,15:10 ~ 17:00,3310、3207,除3310外，加排一間平面教室
107,1,906 國際語言文化中心,2,EL223,F,媒體與新聞英文,師德霖,44,2019/1/8,15:10 ~ 17:00,2111,
107,1,906 國際語言文化中心,2,EL228,F,口語英文溝通,湯瑪斯,44,2019/1/8,15:10 ~ 17:00,2102,
107,1,906 國際語言文化中心,2,EL260,F,應試加強班,黃瓊瑩,21,2019/1/8,15:10 ~ 17:00,2113,
107,1,906 國際語言文化中心,2,EL331,A,西班牙語（三）,?松亞,34,2019/1/8,18:30 ~ 20:20,2101,
107,1,906 國際語言文化中心,2,EL136,E,日語（一）,吳淑圓,47,2019/1/9,08:10 ~ 10:00,1109,
107,1,906 國際語言文化中心,2,EL228,I1,口語英文溝通,師德霖,30,2019/1/9,08:10 ~ 10:00,2103,
107,1,906 國際語言文化中心,2,EL228,I2,口語英文溝通,安琪拉,27,2019/1/9,08:10 ~ 10:00,1202,
107,1,906 國際語言文化中心,2,EL136,F,日語（一）,吳淑圓,52,2019/1/9,10:10 ~ 12:00,1109,
107,1,906 國際語言文化中心,2,EL228,J2,口語英文溝通,安琪拉,29,2019/1/9,10:10 ~ 12:00,1202,
107,1,906 國際語言文化中心,2,EL228,J1,口語英文溝通,師德霖,27,2019/1/9,10:10 ~ 12:00,2103,
107,1,906 國際語言文化中心,2,EL161,C,日語（五）,張暖彗,29,2019/1/10,13:10 ~ 15:00,1109,
107,1,906 國際語言文化中心,2,EL221,C,英語文學與閱讀,劉季音,44,2019/1/10,13:10 ~ 15:00,1113,
107,1,906 國際語言文化中心,2,EL221,C1,英語文學與閱讀,斯婁福,27,2019/1/10,13:10 ~ 15:00,70209,請排平面教室
107,1,906 國際語言文化中心,2,EL223,C,媒體與新聞英文,安琪拉,45,2019/1/10,13:10 ~ 15:00,1204,
