學年,學期,系所名稱,年級,課號,班別,課名,主要教師,選課人數,考試日期,考試時間,教室,備註
107,1,906 國際語言文化中心,2,EL224,C,環球英語,饒慧琳,36,2019/1/10,13:10 ~ 15:00,1211,
107,1,906 國際語言文化中心,2,EL227,C,實用英文寫作,曾慶宇,31,2019/1/10,13:10 ~ 15:00,2104,
107,1,906 國際語言文化中心,2,EL228,C,口語英文溝通,葉凱湞,45,2019/1/10,13:10 ~ 15:00,3207,
107,1,906 國際語言文化中心,2,EL260,C1,應試加強班,黃瓊瑩,45,2019/1/10,13:10 ~ 15:00,70111,
107,1,906 國際語言文化中心,2,EL260,C,應試加強班,呂家茵,45,2019/1/10,13:10 ~ 15:00,3104,
107,1,906 國際語言文化中心,2,EL291,C,泰語（一）,劉容秀,50,2019/1/10,13:10 ~ 15:00,1213,
107,1,906 國際語言文化中心,2,EL304,A,德語（二）,趙文萱,19,2019/1/10,13:10 ~ 15:00,2102,
107,1,906 國際語言文化中心,2,EL138,G,日語（三）,張暖彗,37,2019/1/10,15:10 ~ 17:00,1109,
107,1,906 國際語言文化中心,2,EL221,G1,英語文學與閱讀,斯婁福,30,2019/1/10,15:10 ~ 17:00,70209,請排平面教室
107,1,906 國際語言文化中心,2,EL221,G,英語文學與閱讀,劉季音,39,2019/1/10,15:10 ~ 17:00,1113,
107,1,906 國際語言文化中心,2,EL223,G,媒體與新聞英文,安琪拉,42,2019/1/10,15:10 ~ 17:00,1204,
107,1,906 國際語言文化中心,2,EL224,G,環球英語,饒慧琳,12,2019/1/10,15:10 ~ 17:00,1211,
107,1,906 國際語言文化中心,2,EL228,G,口語英文溝通,葉凱湞,44,2019/1/10,15:10 ~ 17:00,3207,
107,1,906 國際語言文化中心,2,EL260,G,應試加強班,黃瓊瑩,40,2019/1/10,15:10 ~ 17:00,70111,
107,1,906 國際語言文化中心,2,EL303,B,德語（一）,趙文萱,49,2019/1/10,15:10 ~ 17:00,2102,
107,1,906 國際語言文化中心,2,EL228,D1,口語英文溝通,湯瑪斯,23,2019/1/11,10:10 ~ 12:00,1202,請排平面教室
107,1,906 國際語言文化中心,2,EL138,B,日語（三）,陳宗元,25,2019/1/11,13:10 ~ 15:00,1109,
107,1,906 國際語言文化中心,2,EL220,D,影片中學英語,臧翎,44,2019/1/11,13:10 ~ 15:00,1204,
107,1,906 國際語言文化中心,2,EL222,D1,實用科技英文,林麗美,35,2019/1/11,13:10 ~ 15:00,2102,
107,1,906 國際語言文化中心,2,EL222,D3,實用科技英文,謝有厚,27,2019/1/11,13:10 ~ 15:00,3212,
107,1,906 國際語言文化中心,2,EL222,D2,實用科技英文,歐怡君,32,2019/1/11,13:10 ~ 15:00,3214,
107,1,906 國際語言文化中心,2,EL222,D,實用科技英文,簡洛汾,42,2019/1/11,13:10 ~ 15:00,2104,
107,1,906 國際語言文化中心,2,EL223,D,媒體與新聞英文,呂家茵,42,2019/1/11,13:10 ~ 15:00,70111,
107,1,906 國際語言文化中心,2,EL225,D,商業英語,許瑞玟,45,2019/1/11,13:10 ~ 15:00,1113,
107,1,906 國際語言文化中心,2,EL226,D,網路學英語,黃郁蘭,44,2019/1/11,13:10 ~ 15:00,1205,
107,1,906 國際語言文化中心,2,EL233,D,英語演說技巧,湯瑪斯,30,2019/1/11,13:10 ~ 15:00,70209,請排平面教室
107,1,906 國際語言文化中心,2,EL260,D1,應試加強班,黃瓊瑩,43,2019/1/11,13:10 ~ 15:00,2103,
107,1,906 國際語言文化中心,2,EL260,D,應試加強班,賴美智,44,2019/1/11,13:10 ~ 15:00,1202,
107,1,906 國際語言文化中心,2,EL136,D,日語（一）,陳宗元,40,2019/1/11,15:10 ~ 17:00,1109,
107,1,906 國際語言文化中心,2,EL220,H,影片中學英語,臧翎,44,2019/1/11,15:10 ~ 17:00,1204,
107,1,906 國際語言文化中心,2,EL222,H1,實用科技英文,林麗美,24,2019/1/11,15:10 ~ 17:00,2102,
107,1,906 國際語言文化中心,2,EL222,H,實用科技英文,簡洛汾,36,2019/1/11,15:10 ~ 17:00,2104,
107,1,906 國際語言文化中心,2,EL222,H2,實用科技英文,謝有厚,28,2019/1/11,15:10 ~ 17:00,3212,
107,1,906 國際語言文化中心,2,EL225,H,商業英語,許瑞玟,37,2019/1/11,15:10 ~ 17:00,1113,
107,1,906 國際語言文化中心,2,EL226,H,網路學英語,黃郁蘭,44,2019/1/11,15:10 ~ 17:00,1205,
107,1,906 國際語言文化中心,2,EL228,H,口語英文溝通,歐怡君,30,2019/1/11,15:10 ~ 17:00,3214,
107,1,906 國際語言文化中心,2,EL260,H,應試加強班,黃瓊瑩,45,2019/1/11,15:10 ~ 17:00,2103,
107,1,906 國際語言文化中心,2,EL260,H1,應試加強班,賴美智,37,2019/1/11,15:10 ~ 17:00,1202,
107,1,906 國際語言文化中心,2,EL281,A,越南語（一）,劉陳石草,11,2019/1/11,15:10 ~ 17:00,70111,
